filename,width,height,class,xmin,ymin,xmax,ymax
1192.png,76,250,Smoke,1613,390,1689,640
1580.png,55,80,Smoke,546,424,601,504
1188.png,101,107,Smoke,635,446,736,553
0056.png,76,92,Smoke,1768,309,1844,401
1192.png,97,151,Smoke,816,394,913,545
0937.png,111,233,Smoke,1027,317,1138,550
0709.png,23,113,Smoke,1213,466,1236,579
1205.png,76,250,Smoke,1613,390,1689,640
0741.png,57,57,Smoke,1773,313,1830,370
1058.png,99,59,Smoke,1686,575,1785,634
0541.png,55,80,Smoke,546,424,601,504
1493.png,130,227,Smoke,1024,318,1154,545
1748.png,180,109,Smoke,1740,456,1920,565
1021.png,23,113,Smoke,1214,468,1237,581
1071.png,97,151,Smoke,814,393,911,544
0987.png,179,109,Smoke,1741,455,1920,564
1269.png,84,67,Smoke,1760,375,1844,442
0682.png,57,57,Smoke,1773,313,1830,370
0589.png,76,118,Smoke,1770,308,1846,426
1582.png,132,155,Smoke,1246,396,1378,551
0859.png,170,90,Smoke,567,466,737,556
1447.png,80,48,Smoke,414,514,494,562
0870.png,174,109,Smoke,1746,452,1920,561
1474.png,55,80,Smoke,546,424,601,504
0755.png,76,250,Smoke,1611,394,1687,644
1678.png,23,151,Smoke,1210,421,1233,572
1671.png,29,218,Smoke,1161,338,1190,556
1212.png,111,246,Smoke,1032,307,1143,553
0558.png,32,158,Smoke,962,389,994,547
0829.png,99,59,Smoke,1689,577,1788,636
0748.png,80,48,Smoke,414,514,494,562
0348.png,29,218,Smoke,1163,356,1192,574
0084.png,76,92,Smoke,1768,309,1844,401
1702.png,32,170,Smoke,966,380,998,550
1047.png,97,151,Smoke,813,393,910,544
1689.png,128,246,Smoke,1021,312,1149,558
1140.png,101,107,Smoke,635,446,736,553
0561.png,76,118,Smoke,1770,307,1846,425
0057.png,29,170,Smoke,1164,393,1193,563
1374.png,76,227,Smoke,1615,382,1691,609
0444.png,95,139,Smoke,820,403,915,542
1768.png,122,78,Smoke,814,476,936,554
0052.png,151,97,Smoke,1769,462,1920,559
0704.png,80,48,Smoke,414,514,494,562
0748.png,160,57,Smoke,580,501,740,558
1687.png,29,218,Smoke,1161,332,1190,550
0343.png,32,158,Smoke,962,387,994,545
0939.png,111,233,Smoke,1027,317,1138,550
0235.png,107,221,Smoke,1021,323,1128,544
1302.png,130,227,Smoke,1019,324,1149,551
0084.png,32,158,Smoke,961,388,993,546
1228.png,23,113,Smoke,1213,467,1236,580
0860.png,29,218,Smoke,1163,355,1192,573
1648.png,50,128,Smoke,1431,412,1481,540
1665.png,32,170,Smoke,965,378,997,548
1531.png,55,80,Smoke,546,424,601,504
1200.png,101,107,Smoke,635,446,736,553
1210.png,29,218,Smoke,1164,333,1193,551
0986.png,111,233,Smoke,1026,316,1137,549
0534.png,32,158,Smoke,962,389,994,547
0879.png,76,250,Smoke,1615,391,1691,641
0459.png,50,116,Smoke,1431,428,1481,544
1105.png,179,109,Smoke,1741,457,1920,566
0062.png,23,113,Smoke,1214,464,1237,577
1741.png,55,80,Smoke,546,424,601,504
1561.png,141,67,Smoke,1758,377,1899,444
0611.png,65,218,Smoke,1620,397,1685,615
1282.png,23,113,Smoke,1212,466,1235,579
0797.png,29,218,Smoke,1163,355,1192,573
1229.png,99,59,Smoke,1687,574,1786,633
0003.png,34,116,Smoke,1403,433,1437,549
0418.png,55,84,Smoke,450,460,505,544
0202.png,145,86,Smoke,1775,455,1920,541
1392.png,90,67,Smoke,815,489,905,556
1489.png,23,151,Smoke,1212,421,1235,572
0520.png,160,109,Smoke,1760,451,1920,560
0367.png,76,95,Smoke,666,430,742,525
1755.png,80,48,Smoke,414,514,494,562
0554.png,107,221,Smoke,1026,319,1133,540
1764.png,99,55,Smoke,642,498,741,553
0732.png,23,113,Smoke,1213,467,1236,580
0421.png,124,174,Smoke,1251,378,1375,552
0832.png,124,174,Smoke,1251,379,1375,553
0659.png,149,71,Smoke,588,487,737,558
0892.png,111,233,Smoke,1022,319,1133,552
1602.png,155,48,Smoke,1722,581,1877,629
0778.png,55,80,Smoke,546,424,601,504
1345.png,179,109,Smoke,1741,459,1920,568
1322.png,179,109,Smoke,1741,458,1920,567
1151.png,55,80,Smoke,546,424,601,504
0434.png,142,109,Smoke,1778,450,1920,559
0628.png,124,174,Smoke,1251,377,1375,551
1454.png,23,151,Smoke,1212,424,1235,575
1522.png,170,57,Smoke,568,498,738,555
1031.png,99,59,Smoke,1687,577,1786,636
0055.png,48,34,Smoke,559,483,607,517
1193.png,32,158,Smoke,963,376,995,534
1024.png,23,113,Smoke,1214,468,1237,581
0888.png,23,113,Smoke,1214,468,1237,581
1350.png,141,67,Smoke,1759,375,1900,442
0631.png,109,155,Smoke,809,395,918,550
1002.png,86,160,Smoke,813,387,899,547
0242.png,65,197,Smoke,1617,422,1682,619
0124.png,55,143,Smoke,445,387,500,530
0022.png,76,92,Smoke,1733,311,1809,403
1725.png,141,67,Smoke,1759,371,1900,438
1064.png,179,109,Smoke,1741,457,1920,566
1624.png,122,78,Smoke,809,475,931,553
0626.png,23,113,Smoke,1214,465,1237,578
0885.png,76,250,Smoke,1613,392,1689,642
0391.png,55,80,Smoke,546,421,601,501
0976.png,80,48,Smoke,414,514,494,562
0184.png,29,218,Smoke,1163,346,1192,564
0393.png,143,113,Smoke,1777,442,1920,555
0919.png,80,48,Smoke,414,514,494,562
0907.png,50,128,Smoke,1431,424,1481,552
0550.png,160,109,Smoke,1760,449,1920,558
0648.png,50,128,Smoke,1434,425,1484,553
0200.png,69,59,Smoke,1691,577,1760,636
0482.png,55,80,Smoke,546,424,601,504
0335.png,29,218,Smoke,1163,358,1192,576
1217.png,84,67,Smoke,1760,376,1844,443
1105.png,99,59,Smoke,1689,575,1788,634
1318.png,55,80,Smoke,546,424,601,504
0165.png,148,97,Smoke,1772,449,1920,546
0045.png,34,116,Smoke,1424,432,1458,548
0514.png,23,113,Smoke,1214,464,1237,577
0944.png,55,80,Smoke,546,424,601,504
1613.png,130,227,Smoke,1026,312,1156,539
0328.png,29,218,Smoke,1163,356,1192,574
1495.png,103,55,Smoke,818,499,921,554
1039.png,29,218,Smoke,1163,351,1192,569
0690.png,29,218,Smoke,1163,357,1192,575
1654.png,155,48,Smoke,1722,579,1877,627
1287.png,130,227,Smoke,1017,329,1147,556
0922.png,57,57,Smoke,1773,313,1830,370
1314.png,57,57,Smoke,1773,313,1830,370
0116.png,55,143,Smoke,446,386,501,529
1287.png,124,174,Smoke,1255,377,1379,551
0576.png,50,128,Smoke,1435,423,1485,551
0601.png,76,118,Smoke,1770,308,1846,426
1513.png,170,57,Smoke,568,499,738,556
0852.png,32,158,Smoke,963,386,995,544
1159.png,111,246,Smoke,1030,307,1141,553
1654.png,50,128,Smoke,1431,412,1481,540
1439.png,141,67,Smoke,1759,374,1900,441
0966.png,29,218,Smoke,1163,353,1192,571
1344.png,55,80,Smoke,546,424,601,504
1492.png,183,109,Smoke,1737,457,1920,566
0077.png,29,218,Smoke,1165,355,1194,573
0663.png,50,128,Smoke,1435,425,1485,553
1586.png,180,109,Smoke,1740,458,1920,567
1499.png,55,80,Smoke,546,424,601,504
0658.png,76,118,Smoke,1771,305,1847,423
1191.png,29,218,Smoke,1164,333,1193,551
1207.png,29,218,Smoke,1164,331,1193,549
1578.png,55,80,Smoke,546,424,601,504
0937.png,32,158,Smoke,962,381,994,539
1109.png,57,57,Smoke,1773,313,1830,370
1447.png,155,48,Smoke,1717,579,1872,627
0536.png,65,218,Smoke,1619,399,1684,617
0688.png,29,218,Smoke,1163,358,1192,576
1063.png,50,128,Smoke,1431,422,1481,550
1751.png,155,48,Smoke,1722,579,1877,627
0060.png,57,57,Smoke,1773,313,1830,370
0188.png,23,113,Smoke,1214,464,1237,577
1591.png,57,57,Smoke,1761,304,1818,361
0219.png,107,221,Smoke,1021,325,1128,546
1435.png,130,227,Smoke,1023,322,1153,549
1259.png,130,227,Smoke,1015,328,1145,555
1486.png,170,57,Smoke,563,500,733,557
0471.png,50,116,Smoke,1431,428,1481,544
0261.png,55,84,Smoke,450,460,505,544
1151.png,84,67,Smoke,1762,378,1846,445
1786.png,155,48,Smoke,1722,577,1877,625
1621.png,80,57,Smoke,1763,302,1843,359
0689.png,29,218,Smoke,1163,357,1192,575
1365.png,29,218,Smoke,1164,337,1193,555
0720.png,80,48,Smoke,414,514,494,562
1470.png,170,57,Smoke,563,503,733,560
1665.png,128,246,Smoke,1018,311,1146,557
1136.png,29,218,Smoke,1164,331,1193,549
0286.png,69,59,Smoke,1691,577,1760,636
0414.png,124,174,Smoke,1251,378,1375,552
0961.png,57,57,Smoke,1773,313,1830,370
0838.png,124,174,Smoke,1251,379,1375,553
0494.png,80,48,Smoke,416,515,496,563
0679.png,174,109,Smoke,1746,449,1920,558
0354.png,95,139,Smoke,821,408,916,547
0145.png,74,99,Smoke,666,437,740,536
1216.png,179,109,Smoke,1741,458,1920,567
0671.png,76,118,Smoke,1772,304,1848,422
0125.png,149,97,Smoke,1771,455,1920,552
0956.png,76,118,Smoke,1769,316,1845,434
1797.png,55,80,Smoke,546,424,601,504
0549.png,55,80,Smoke,546,424,601,504
0156.png,95,176,Smoke,818,375,913,551
0958.png,124,174,Smoke,1253,379,1377,553
0401.png,55,80,Smoke,546,421,601,501
1386.png,32,170,Smoke,962,375,994,545
1767.png,50,128,Smoke,1431,413,1481,541
0705.png,23,113,Smoke,1213,464,1236,577
1446.png,103,55,Smoke,815,498,918,553
1371.png,92,57,Smoke,1754,305,1846,362
0824.png,76,250,Smoke,1615,394,1691,644
1716.png,55,80,Smoke,546,424,601,504
0716.png,160,57,Smoke,580,501,740,558
0844.png,80,48,Smoke,414,514,494,562
0206.png,55,46,Smoke,552,484,607,530
1355.png,50,128,Smoke,1431,416,1481,544
1213.png,29,218,Smoke,1164,333,1193,551
0751.png,76,250,Smoke,1610,394,1686,644
1681.png,80,57,Smoke,1759,301,1839,358
0001.png,23,113,Smoke,1214,464,1237,577
1727.png,122,78,Smoke,813,473,935,551
0065.png,76,92,Smoke,1769,309,1845,401
1429.png,50,128,Smoke,1431,414,1481,542
1036.png,76,250,Smoke,1615,391,1691,641
0345.png,32,158,Smoke,962,387,994,545
1202.png,80,48,Smoke,414,514,494,562
1490.png,50,128,Smoke,1431,412,1481,540
0108.png,74,99,Smoke,665,441,739,540
1407.png,29,218,Smoke,1164,335,1193,553
1253.png,124,174,Smoke,1255,377,1379,551
1429.png,155,48,Smoke,1718,578,1873,626
1289.png,32,170,Smoke,962,376,994,546
0705.png,80,48,Smoke,414,514,494,562
1147.png,84,67,Smoke,1762,378,1846,445
1391.png,55,80,Smoke,546,424,601,504
1223.png,101,107,Smoke,635,446,736,553
0977.png,101,160,Smoke,812,379,913,539
0428.png,143,113,Smoke,1777,446,1920,559
0639.png,76,118,Smoke,1771,305,1847,423
1179.png,29,218,Smoke,1164,331,1193,549
1738.png,80,57,Smoke,1758,299,1838,356
0694.png,99,59,Smoke,1692,576,1791,635
1381.png,57,57,Smoke,1754,305,1811,362
0800.png,109,179,Smoke,814,367,923,546
1264.png,130,227,Smoke,1017,328,1147,555
0856.png,174,109,Smoke,1746,452,1920,561
0216.png,29,218,Smoke,1162,368,1191,586
0427.png,143,113,Smoke,1777,446,1920,559
0181.png,55,143,Smoke,445,384,500,527
0997.png,124,174,Smoke,1253,379,1377,553
0806.png,76,118,Smoke,1773,301,1849,419
0928.png,50,128,Smoke,1431,424,1481,552
0364.png,57,57,Smoke,1773,313,1830,370
0271.png,55,46,Smoke,552,484,607,530
1195.png,101,107,Smoke,635,446,736,553
0151.png,55,143,Smoke,445,385,500,528
1475.png,23,151,Smoke,1212,423,1235,574
1547.png,29,218,Smoke,1163,345,1192,563
0816.png,76,118,Smoke,1772,302,1848,420
0286.png,32,158,Smoke,962,387,994,545
0725.png,76,250,Smoke,1611,394,1687,644
0745.png,76,250,Smoke,1610,394,1686,644
0457.png,50,116,Smoke,1431,428,1481,544
0765.png,55,80,Smoke,546,424,601,504
0118.png,50,116,Smoke,1433,434,1483,550
0005.png,34,116,Smoke,1403,433,1437,549
0441.png,55,80,Smoke,545,422,600,502
0700.png,55,80,Smoke,546,424,601,504
0993.png,101,168,Smoke,813,378,914,546
1735.png,50,128,Smoke,1431,412,1481,540
0711.png,76,118,Smoke,1772,304,1848,422
0042.png,145,116,Smoke,1213,427,1358,543
1219.png,57,57,Smoke,1773,313,1830,370
0377.png,55,84,Smoke,450,460,505,544
0596.png,109,155,Smoke,809,395,918,550
1424.png,132,155,Smoke,1248,397,1380,552
1608.png,50,128,Smoke,1431,412,1481,540
0417.png,124,174,Smoke,1251,378,1375,552
1176.png,76,250,Smoke,1613,389,1689,639
1645.png,80,57,Smoke,1761,301,1841,358
1382.png,29,218,Smoke,1164,337,1193,555
0073.png,32,158,Smoke,961,388,993,546
0631.png,99,59,Smoke,1692,575,1791,634
0114.png,55,143,Smoke,446,387,501,530
0627.png,29,218,Smoke,1163,357,1192,575
1726.png,155,48,Smoke,1722,579,1877,627
0618.png,23,113,Smoke,1214,465,1237,578
1216.png,76,250,Smoke,1614,390,1690,640
1651.png,122,78,Smoke,810,475,932,553
0863.png,107,179,Smoke,814,370,921,549
0614.png,50,128,Smoke,1434,423,1484,551
1590.png,23,151,Smoke,1211,424,1234,575
1307.png,32,170,Smoke,962,378,994,548
0374.png,55,84,Smoke,450,460,505,544
0811.png,50,128,Smoke,1431,426,1481,554
0625.png,57,57,Smoke,1773,313,1830,370
0675.png,65,218,Smoke,1620,396,1685,614
1479.png,32,170,Smoke,962,373,994,543
0312.png,57,57,Smoke,1773,313,1830,370
0667.png,80,48,Smoke,414,513,494,561
0493.png,107,221,Smoke,1024,318,1131,539
0186.png,146,97,Smoke,1774,449,1920,546
1252.png,111,246,Smoke,1032,308,1143,554
1402.png,180,109,Smoke,1740,457,1920,566
0877.png,174,109,Smoke,1746,451,1920,560
0306.png,55,46,Smoke,552,485,607,531
0508.png,57,57,Smoke,1773,313,1830,370
1609.png,130,227,Smoke,1026,310,1156,537
0510.png,23,113,Smoke,1214,464,1237,577
1103.png,101,107,Smoke,635,446,736,553
0181.png,50,116,Smoke,1433,426,1483,542
0316.png,57,57,Smoke,1773,313,1830,370
0458.png,55,80,Smoke,546,425,601,505
0773.png,109,179,Smoke,813,367,922,546
1171.png,179,109,Smoke,1741,457,1920,566
1791.png,50,128,Smoke,1431,412,1481,540
0888.png,99,59,Smoke,1688,577,1787,636
0992.png,57,57,Smoke,1773,313,1830,370
0540.png,50,128,Smoke,1435,421,1485,549
1706.png,132,155,Smoke,1246,397,1378,552
1654.png,122,78,Smoke,810,475,932,553
0054.png,65,197,Smoke,1614,423,1679,620
1530.png,80,48,Smoke,414,514,494,562
0437.png,32,158,Smoke,962,387,994,545
1119.png,124,174,Smoke,1254,377,1378,551
0985.png,32,158,Smoke,962,381,994,539
0473.png,142,109,Smoke,1778,446,1920,555
1093.png,57,57,Smoke,1773,313,1830,370
0013.png,151,97,Smoke,1741,462,1892,559
0616.png,97,120,Smoke,647,430,744,550
0680.png,50,128,Smoke,1434,423,1484,551
0991.png,55,80,Smoke,546,424,601,504
1734.png,80,48,Smoke,414,514,494,562
1018.png,50,128,Smoke,1431,422,1481,550
0580.png,57,57,Smoke,1773,313,1830,370
0135.png,57,57,Smoke,1773,313,1830,370
0379.png,23,113,Smoke,1214,464,1237,577
1673.png,113,57,Smoke,629,495,742,552
0579.png,55,80,Smoke,546,424,601,504
0801.png,76,250,Smoke,1615,394,1691,644
0699.png,109,155,Smoke,811,392,920,547
1743.png,132,155,Smoke,1246,397,1378,552
0176.png,148,97,Smoke,1772,449,1920,546
0745.png,57,57,Smoke,1773,313,1830,370
0251.png,141,86,Smoke,1779,457,1920,543
1386.png,76,227,Smoke,1616,381,1692,608
1036.png,99,59,Smoke,1686,576,1785,635
1694.png,80,48,Smoke,414,514,494,562
1743.png,181,109,Smoke,1739,456,1920,565
1511.png,55,80,Smoke,546,424,601,504
0470.png,32,158,Smoke,962,387,994,545
0192.png,141,147,Smoke,1231,408,1372,555
0620.png,99,59,Smoke,1692,576,1791,635
1331.png,55,80,Smoke,546,424,601,504
0750.png,109,179,Smoke,813,366,922,545
1634.png,50,128,Smoke,1431,412,1481,540
0503.png,69,59,Smoke,1688,578,1757,637
0370.png,57,57,Smoke,1773,313,1830,370
0852.png,50,128,Smoke,1431,426,1481,554
0416.png,76,105,Smoke,1769,311,1845,416
1431.png,55,80,Smoke,546,424,601,504
0645.png,65,218,Smoke,1620,397,1685,615
0025.png,57,48,Smoke,1671,580,1728,628
0106.png,57,48,Smoke,1704,579,1761,627
1786.png,23,151,Smoke,1215,415,1238,566
1604.png,132,155,Smoke,1246,397,1378,552
1665.png,76,227,Smoke,1623,382,1699,609
1387.png,155,48,Smoke,1718,578,1873,626
0228.png,57,57,Smoke,1773,313,1830,370
1636.png,113,57,Smoke,629,495,742,552
1033.png,80,48,Smoke,414,514,494,562
1599.png,55,80,Smoke,546,424,601,504
0362.png,143,113,Smoke,1777,442,1920,555
0318.png,55,84,Smoke,449,460,504,544
0515.png,107,221,Smoke,1024,320,1131,541
0881.png,55,80,Smoke,546,424,601,504
0588.png,23,113,Smoke,1214,465,1237,578
1604.png,23,151,Smoke,1211,421,1234,572
0028.png,32,158,Smoke,932,389,964,547
0797.png,109,179,Smoke,814,367,923,546
0441.png,142,109,Smoke,1778,450,1920,559
1575.png,141,67,Smoke,1757,377,1898,444
1371.png,92,57,Smoke,1754,305,1846,362
1597.png,50,128,Smoke,1431,413,1481,541
0862.png,76,250,Smoke,1615,392,1691,642
0700.png,109,179,Smoke,813,368,922,547
1029.png,57,57,Smoke,1773,313,1830,370
0925.png,76,118,Smoke,1769,316,1845,434
0814.png,80,48,Smoke,414,514,494,562
1735.png,32,170,Smoke,966,382,998,552
0395.png,23,113,Smoke,1214,464,1237,577
1700.png,23,151,Smoke,1210,419,1233,570
1641.png,55,80,Smoke,546,424,601,504
0305.png,124,174,Smoke,1250,378,1374,552
1405.png,32,170,Smoke,962,375,994,545
0500.png,29,218,Smoke,1163,358,1192,576
1042.png,179,109,Smoke,1741,458,1920,567
1185.png,29,218,Smoke,1164,333,1193,551
0045.png,55,143,Smoke,436,392,491,535
0450.png,57,57,Smoke,1773,313,1830,370
0129.png,74,99,Smoke,666,437,740,536
1764.png,23,151,Smoke,1215,417,1238,568
0580.png,169,109,Smoke,1751,450,1920,559
1597.png,111,76,Smoke,817,477,928,553
0035.png,95,176,Smoke,798,380,893,556
0454.png,107,221,Smoke,1023,319,1130,540
1227.png,179,109,Smoke,1741,459,1920,568
0488.png,50,116,Smoke,1431,428,1481,544
0871.png,111,233,Smoke,1020,318,1131,551
1035.png,29,218,Smoke,1163,353,1192,571
1094.png,57,57,Smoke,1773,313,1830,370
0073.png,57,57,Smoke,1773,313,1830,370
1683.png,80,57,Smoke,1759,300,1839,357
1793.png,155,48,Smoke,1722,578,1877,626
1073.png,101,107,Smoke,635,446,736,553
0320.png,32,158,Smoke,962,387,994,545
0229.png,76,92,Smoke,1768,309,1844,401
1724.png,50,128,Smoke,1431,412,1481,540
1540.png,130,227,Smoke,1026,314,1156,541
0699.png,149,57,Smoke,591,500,740,557
1165.png,111,246,Smoke,1030,307,1141,553
1056.png,32,158,Smoke,962,380,994,538
0861.png,50,128,Smoke,1431,425,1481,553
0124.png,76,92,Smoke,1769,310,1845,402
1434.png,141,67,Smoke,1759,374,1900,441
0944.png,32,158,Smoke,962,381,994,539
1499.png,76,227,Smoke,1621,384,1697,611
1650.png,23,151,Smoke,1210,422,1233,573
0202.png,76,92,Smoke,1769,309,1845,401
0072.png,32,158,Smoke,961,388,993,546
1689.png,23,151,Smoke,1210,420,1233,571
0822.png,174,109,Smoke,1746,450,1920,559
0248.png,55,84,Smoke,450,460,505,544
0108.png,50,116,Smoke,1433,433,1483,549
0697.png,111,221,Smoke,1020,322,1131,543
0784.png,111,233,Smoke,1019,321,1130,554
1213.png,124,174,Smoke,1255,377,1379,551
0607.png,55,80,Smoke,546,424,601,504
0880.png,29,218,Smoke,1163,355,1192,573
0844.png,57,57,Smoke,1773,313,1830,370
0336.png,55,46,Smoke,552,484,607,530
1067.png,179,109,Smoke,1741,457,1920,566
1253.png,99,59,Smoke,1689,575,1788,634
1526.png,180,109,Smoke,1740,457,1920,566
0170.png,50,116,Smoke,1433,428,1483,544
0502.png,29,218,Smoke,1163,356,1192,574
1034.png,99,59,Smoke,1687,576,1786,635
0121.png,76,92,Smoke,1768,310,1844,402
1760.png,141,67,Smoke,1760,371,1901,438
0989.png,124,174,Smoke,1253,379,1377,553
1719.png,80,57,Smoke,1759,299,1839,356
1584.png,50,128,Smoke,1431,412,1481,540
1767.png,55,80,Smoke,546,424,601,504
1496.png,130,227,Smoke,1024,319,1154,546
1480.png,180,109,Smoke,1740,457,1920,566
0246.png,32,158,Smoke,962,387,994,545
1735.png,29,218,Smoke,1161,339,1190,557
1628.png,122,78,Smoke,809,475,931,553
0275.png,95,176,Smoke,820,371,915,547
0252.png,32,158,Smoke,962,387,994,545
1684.png,55,80,Smoke,546,424,601,504
1340.png,57,57,Smoke,1773,313,1830,370
0156.png,74,99,Smoke,666,436,740,535
0120.png,55,143,Smoke,446,387,501,530
0610.png,57,57,Smoke,1773,313,1830,370
1453.png,50,128,Smoke,1431,412,1481,540
1465.png,170,57,Smoke,563,504,733,561
1647.png,113,57,Smoke,629,495,742,552
0712.png,160,57,Smoke,581,500,741,557
0441.png,32,158,Smoke,962,387,994,545
0517.png,107,221,Smoke,1024,320,1131,541
0370.png,95,139,Smoke,821,409,916,548
0993.png,50,128,Smoke,1431,423,1481,551
1030.png,50,128,Smoke,1431,422,1481,550
0990.png,55,80,Smoke,546,424,601,504
1643.png,181,109,Smoke,1739,457,1920,566
1399.png,141,67,Smoke,1759,374,1900,441
1119.png,57,57,Smoke,1773,313,1830,370
1448.png,57,57,Smoke,1758,305,1815,362
1752.png,155,48,Smoke,1722,579,1877,627
0286.png,29,218,Smoke,1163,356,1192,574
1603.png,80,48,Smoke,414,514,494,562
0119.png,48,34,Smoke,559,483,607,517
0969.png,29,218,Smoke,1163,353,1192,571
1466.png,132,155,Smoke,1247,397,1379,552
0418.png,57,57,Smoke,1773,313,1830,370
1586.png,113,57,Smoke,628,498,741,555
1197.png,55,80,Smoke,546,424,601,504
1145.png,101,107,Smoke,635,446,736,553
0463.png,69,59,Smoke,1689,578,1758,637
0161.png,23,113,Smoke,1214,464,1237,577
0404.png,124,174,Smoke,1250,378,1374,552
0125.png,50,116,Smoke,1433,433,1483,549
0494.png,76,118,Smoke,1771,309,1847,427
0261.png,55,46,Smoke,552,484,607,530
1521.png,80,48,Smoke,414,514,494,562
0324.png,55,46,Smoke,552,484,607,530
0639.png,55,80,Smoke,546,424,601,504
0116.png,76,92,Smoke,1769,310,1845,402
0195.png,32,158,Smoke,962,387,994,545
1496.png,80,48,Smoke,414,514,494,562
0649.png,29,218,Smoke,1163,359,1192,577
1429.png,29,218,Smoke,1164,333,1193,551
0394.png,29,218,Smoke,1163,357,1192,575
1240.png,29,218,Smoke,1164,329,1193,547
0606.png,111,221,Smoke,1019,321,1130,542
0636.png,124,174,Smoke,1251,378,1375,552
1641.png,155,48,Smoke,1722,579,1877,627
0263.png,76,92,Smoke,1768,309,1844,401
1113.png,80,48,Smoke,414,514,494,562
0781.png,23,113,Smoke,1214,467,1237,580
0857.png,111,233,Smoke,1021,318,1132,551
1050.png,179,109,Smoke,1741,457,1920,566
0374.png,142,113,Smoke,1778,443,1920,556
0182.png,55,143,Smoke,445,384,500,527
1485.png,103,55,Smoke,818,498,921,553
0482.png,69,59,Smoke,1688,578,1757,637
0483.png,80,48,Smoke,423,504,503,552
1627.png,50,128,Smoke,1431,412,1481,540
0888.png,111,233,Smoke,1022,316,1133,549
0092.png,48,34,Smoke,559,483,607,517
0093.png,57,57,Smoke,1773,313,1830,370
1701.png,29,218,Smoke,1161,336,1190,554
0557.png,29,218,Smoke,1163,357,1192,575
0022.png,23,113,Smoke,1214,464,1237,577
1485.png,29,218,Smoke,1164,333,1193,551
1057.png,111,246,Smoke,1028,309,1139,555
0532.png,57,57,Smoke,1773,313,1830,370
0068.png,145,116,Smoke,1227,427,1372,543
0662.png,80,48,Smoke,414,514,494,562
0975.png,101,160,Smoke,812,381,913,541
0669.png,149,71,Smoke,589,487,738,558
1479.png,29,218,Smoke,1164,333,1193,551
0147.png,147,97,Smoke,1773,452,1920,549
0339.png,144,113,Smoke,1776,443,1920,556
1413.png,29,218,Smoke,1164,333,1193,551
0671.png,149,71,Smoke,589,487,738,558
0083.png,32,158,Smoke,961,386,993,544
0221.png,74,99,Smoke,665,432,739,531
1238.png,99,59,Smoke,1687,574,1786,633
0229.png,143,86,Smoke,1777,458,1920,544
0811.png,57,57,Smoke,1773,313,1830,370
0859.png,107,179,Smoke,814,369,921,548
1111.png,179,109,Smoke,1741,457,1920,566
1444.png,23,151,Smoke,1212,422,1235,573
0895.png,143,71,Smoke,596,483,739,554
0223.png,23,113,Smoke,1214,464,1237,577
0376.png,23,113,Smoke,1214,464,1237,577
0624.png,76,118,Smoke,1771,307,1847,425
0191.png,29,218,Smoke,1162,364,1191,582
1628.png,155,48,Smoke,1722,579,1877,627
0702.png,111,221,Smoke,1020,323,1131,544
0330.png,144,113,Smoke,1776,444,1920,557
0020.png,74,99,Smoke,629,448,703,547
0055.png,34,116,Smoke,1432,431,1466,547
0552.png,160,109,Smoke,1760,453,1920,562
0259.png,55,84,Smoke,450,460,505,544
1371.png,23,151,Smoke,1212,422,1235,573
0455.png,65,197,Smoke,1617,422,1682,619
1721.png,50,128,Smoke,1431,412,1481,540
0799.png,80,48,Smoke,414,514,494,562
1481.png,29,218,Smoke,1164,333,1193,551
1177.png,50,128,Smoke,1431,420,1481,548
0317.png,76,92,Smoke,1768,310,1844,402
1182.png,180,109,Smoke,1740,459,1920,568
0786.png,124,174,Smoke,1251,379,1375,553
0153.png,145,116,Smoke,1226,427,1371,543
0107.png,23,113,Smoke,1214,464,1237,577
0602.png,124,174,Smoke,1251,377,1375,551
0629.png,97,120,Smoke,647,429,744,549
1784.png,155,48,Smoke,1722,577,1877,625
0321.png,32,158,Smoke,962,387,994,545
1408.png,155,48,Smoke,1718,577,1873,625
0515.png,97,120,Smoke,646,423,743,543
1317.png,80,48,Smoke,414,514,494,562
1487.png,76,227,Smoke,1620,384,1696,611
1456.png,180,109,Smoke,1740,456,1920,565
0276.png,55,84,Smoke,450,460,505,544
1540.png,80,48,Smoke,414,514,494,562
1443.png,50,128,Smoke,1432,412,1482,540
0038.png,76,92,Smoke,1749,311,1825,403
0322.png,50,116,Smoke,1431,428,1481,544
1147.png,99,59,Smoke,1688,574,1787,633
1024.png,50,128,Smoke,1431,422,1481,550
1382.png,76,227,Smoke,1615,382,1691,609
0359.png,124,174,Smoke,1251,378,1375,552
1139.png,29,218,Smoke,1164,331,1193,549
1290.png,84,67,Smoke,1760,375,1844,442
1254.png,111,246,Smoke,1032,309,1143,555
0442.png,32,158,Smoke,962,387,994,545
0472.png,142,109,Smoke,1778,446,1920,555
0884.png,174,109,Smoke,1746,452,1920,561
1299.png,90,67,Smoke,815,491,905,558
1138.png,111,246,Smoke,1030,306,1141,552
0177.png,95,176,Smoke,818,375,913,551
1400.png,23,151,Smoke,1212,422,1235,573
0652.png,57,57,Smoke,1773,313,1830,370
1430.png,132,155,Smoke,1248,397,1380,552
0121.png,57,48,Smoke,1705,577,1762,625
0866.png,76,250,Smoke,1615,392,1691,642
0158.png,48,34,Smoke,559,483,607,517
0290.png,50,116,Smoke,1431,429,1481,545
1616.png,122,78,Smoke,808,474,930,552
0816.png,55,80,Smoke,546,424,601,504
