filename,type,id,category,annotated_by,x,y,height,width,visibility
1055.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1055.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1055.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1056.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1056.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1056.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,392,151,97,visible
1056.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,308,246,111,visible
1056.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,380,158,32,visible
1056.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,351,218,29,visible
1056.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1056.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1056.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1056.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1686,575,59,99,visible
1056.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,420,128,50,visible
1056.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1056.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1056.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1056.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1057.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1057.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1057.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1057.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,309,246,111,visible
1057.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,380,158,32,visible
1057.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,353,218,29,visible
1057.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1057.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1057.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1057.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1686,576,59,99,visible
1057.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,421,128,50,visible
1057.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1057.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1057.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1057.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1058.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1058.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1058.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,392,151,97,visible
1058.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,309,246,111,visible
1058.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,380,158,32,visible
1058.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,353,218,29,visible
1058.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1058.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1058.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1058.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1686,575,59,99,visible
1058.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,421,128,50,visible
1058.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1058.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1058.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1058.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1059.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1059.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1059.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1059.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,309,246,111,visible
1059.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,380,158,32,visible
1059.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,353,218,29,visible
1059.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1059.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1059.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1059.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1685,574,59,99,visible
1059.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,420,128,50,visible
1059.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1059.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1059.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1059.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1060.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1060.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1060.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,394,151,97,visible
1060.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,308,246,111,visible
1060.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1060.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,347,218,29,visible
1060.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1060.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1060.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1060.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1684,573,59,99,visible
1060.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1060.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1060.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1060.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1060.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1061.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1061.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1061.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1061.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,309,246,111,visible
1061.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1061.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,345,218,29,visible
1061.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1061.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1061.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1061.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1061.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1061.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1061.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1061.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1061.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1061.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1061.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1062.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1062.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1062.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1062.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,310,246,111,visible
1062.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,376,158,32,visible
1062.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,345,218,29,visible
1062.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1062.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1062.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1062.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1062.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1062.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1062.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1062.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1062.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,469,113,23,visible
1063.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1063.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1063.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1063.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,310,246,111,visible
1063.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1063.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,344,218,29,visible
1063.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1063.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1063.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1063.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1063.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1063.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1063.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1064.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1064.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1064.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,392,151,97,visible
1064.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,310,246,111,visible
1064.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1064.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,345,218,29,visible
1064.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1064.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1064.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1064.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1064.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1064.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1064.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1064.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1064.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1065.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1065.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1065.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1065.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1029,310,246,111,visible
1065.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1065.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,344,218,29,visible
1065.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1065.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1065.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1065.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1065.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1065.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1065.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1065.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1065.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1066.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1066.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1066.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,814,392,151,97,visible
1066.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,310,246,111,visible
1066.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1066.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,345,218,29,visible
1066.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1066.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1066.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1066.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1688,575,59,99,visible
1066.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1066.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1066.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1066.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,469,113,23,visible
1066.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1067.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1067.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1067.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1067.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1028,310,246,111,visible
1067.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,377,158,32,visible
1067.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,344,218,29,visible
1067.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1067.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1067.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1067.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1067.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1067.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1067.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1067.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,469,113,23,visible
1067.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1068.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1068.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1068.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,814,394,151,97,visible
1068.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,310,246,111,visible
1068.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,375,158,32,visible
1068.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,344,218,29,visible
1068.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1068.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1068.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1068.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1068.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1068.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1068.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1068.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,469,113,23,visible
1068.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1069.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1069.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1069.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,813,393,151,97,visible
1069.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1029,309,246,111,visible
1069.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,375,158,32,visible
1069.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,343,218,29,visible
1069.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1069.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1069.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1069.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1687,575,59,99,visible
1069.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1069.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1069.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1069.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1069.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1070.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1070.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1070.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,814,394,151,97,visible
1070.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,310,246,111,visible
1070.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,375,158,32,visible
1070.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,343,218,29,visible
1070.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1070.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1070.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1070.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1688,575,59,99,visible
1070.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1070.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1070.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1070.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,466,113,23,visible
1070.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1071.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1071.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1071.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,814,393,151,97,visible
1071.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,309,246,111,visible
1071.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,375,158,32,visible
1071.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,341,218,29,visible
1071.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1071.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,457,109,179,visible
1071.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1071.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1688,575,59,99,visible
1071.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1071.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
1071.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1071.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,468,113,23,visible
1071.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
1071.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,546,424,80,55,hidden
1071.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,469,113,23,visible
1072.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,414,514,48,80,hidden
1072.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,635,446,107,101,hidden
1072.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,814,394,151,97,visible
1072.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1027,310,246,111,visible
1072.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,375,158,32,visible
1072.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,339,218,29,visible
1072.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1253,377,174,124,visible
1072.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1741,456,109,179,visible
1072.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1615,389,250,76,visible
1072.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1688,575,59,99,visible
1072.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,422,128,50,visible
1072.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1770,361,74,74,visible
