filename,width,height,class,x_min,y_min,x_max,y_max
1050.png,179,109,Smoke,1741,457,1920,566
1050.png,76,250,Smoke,1615,391,1691,641
1050.png,99,59,Smoke,1686,577,1785,636
1050.png,50,128,Smoke,1431,421,1481,549
1050.png,74,74,Smoke,1769,361,1843,435
1050.png,55,80,Smoke,546,424,601,504
1050.png,23,113,Smoke,1214,466,1237,579
1050.png,57,57,Smoke,1773,313,1830,370
1051.png,80,48,Smoke,414,514,494,562
1051.png,101,107,Smoke,635,446,736,553
1051.png,97,151,Smoke,813,393,910,544
1051.png,111,246,Smoke,1027,309,1138,555
1051.png,32,158,Smoke,962,382,994,540
1051.png,29,218,Smoke,1163,351,1192,569
1051.png,124,174,Smoke,1253,377,1377,551
1051.png,179,109,Smoke,1741,457,1920,566
1051.png,76,250,Smoke,1615,389,1691,639
1051.png,99,59,Smoke,1686,576,1785,635
1051.png,50,128,Smoke,1431,421,1481,549
1051.png,74,74,Smoke,1769,361,1843,435
1051.png,55,80,Smoke,546,424,601,504
1051.png,23,113,Smoke,1214,467,1237,580
1051.png,57,57,Smoke,1773,313,1830,370
1051.png,55,80,Smoke,546,424,601,504
1051.png,23,113,Smoke,1214,468,1237,581
1052.png,80,48,Smoke,414,514,494,562
1052.png,101,107,Smoke,635,446,736,553
1052.png,97,151,Smoke,813,393,910,544
1052.png,111,246,Smoke,1027,309,1138,555
1052.png,32,158,Smoke,962,382,994,540
1052.png,29,218,Smoke,1163,351,1192,569
1052.png,124,174,Smoke,1253,377,1377,551
1052.png,179,109,Smoke,1741,455,1920,564
1052.png,76,250,Smoke,1615,389,1691,639
1052.png,99,59,Smoke,1686,576,1785,635
1052.png,50,128,Smoke,1431,421,1481,549
1052.png,74,74,Smoke,1769,361,1843,435
1052.png,57,57,Smoke,1773,313,1830,370
1052.png,55,80,Smoke,546,424,601,504
1052.png,23,113,Smoke,1214,468,1237,581
1053.png,80,48,Smoke,414,514,494,562
1053.png,101,107,Smoke,635,446,736,553
1053.png,97,151,Smoke,813,393,910,544
1053.png,111,246,Smoke,1027,309,1138,555
1053.png,32,158,Smoke,962,382,994,540
1053.png,29,218,Smoke,1163,351,1192,569
1053.png,124,174,Smoke,1253,377,1377,551
1053.png,179,109,Smoke,1741,457,1920,566
1053.png,76,250,Smoke,1615,389,1691,639
1053.png,99,59,Smoke,1686,575,1785,634
1053.png,50,128,Smoke,1431,421,1481,549
1053.png,74,74,Smoke,1769,361,1843,435
1053.png,57,57,Smoke,1773,313,1830,370
1054.png,80,48,Smoke,414,514,494,562
1054.png,101,107,Smoke,635,446,736,553
1054.png,97,151,Smoke,813,392,910,543
1054.png,111,246,Smoke,1027,310,1138,556
1054.png,32,158,Smoke,962,382,994,540
1054.png,29,218,Smoke,1163,351,1192,569
1054.png,124,174,Smoke,1253,377,1377,551
1054.png,179,109,Smoke,1741,457,1920,566
1054.png,76,250,Smoke,1615,389,1691,639
1054.png,99,59,Smoke,1686,575,1785,634
1054.png,50,128,Smoke,1431,422,1481,550
1054.png,74,74,Smoke,1769,361,1843,435
1054.png,55,80,Smoke,546,424,601,504
1054.png,23,113,Smoke,1214,468,1237,581
1054.png,57,57,Smoke,1773,313,1830,370
1055.png,80,48,Smoke,414,514,494,562
1055.png,101,107,Smoke,635,446,736,553
1055.png,97,151,Smoke,813,393,910,544
1055.png,111,246,Smoke,1027,309,1138,555
1055.png,32,158,Smoke,962,382,994,540
1055.png,29,218,Smoke,1163,351,1192,569
1055.png,124,174,Smoke,1253,377,1377,551
1055.png,179,109,Smoke,1741,457,1920,566
1055.png,76,250,Smoke,1615,389,1691,639
1055.png,99,59,Smoke,1686,576,1785,635
1055.png,50,128,Smoke,1431,420,1481,548
1055.png,74,74,Smoke,1770,361,1844,435
1055.png,55,80,Smoke,546,424,601,504
1055.png,23,113,Smoke,1214,468,1237,581
1055.png,57,57,Smoke,1773,313,1830,370
1056.png,80,48,Smoke,414,514,494,562
1056.png,101,107,Smoke,635,446,736,553
1056.png,97,151,Smoke,813,392,910,543
1056.png,111,246,Smoke,1027,308,1138,554
1056.png,32,158,Smoke,962,380,994,538
1056.png,29,218,Smoke,1163,351,1192,569
1056.png,124,174,Smoke,1253,377,1377,551
1056.png,179,109,Smoke,1741,457,1920,566
1056.png,76,250,Smoke,1615,389,1691,639
1056.png,99,59,Smoke,1686,575,1785,634
1056.png,50,128,Smoke,1431,420,1481,548
1056.png,74,74,Smoke,1770,361,1844,435
1056.png,55,80,Smoke,546,424,601,504
1056.png,23,113,Smoke,1214,468,1237,581
1056.png,57,57,Smoke,1773,313,1830,370
1057.png,80,48,Smoke,414,514,494,562
1057.png,101,107,Smoke,635,446,736,553
1057.png,97,151,Smoke,813,393,910,544
1057.png,111,246,Smoke,1028,309,1139,555
1057.png,32,158,Smoke,962,380,994,538
1057.png,29,218,Smoke,1163,353,1192,571
1057.png,124,174,Smoke,1253,377,1377,551
1057.png,179,109,Smoke,1741,457,1920,566
1057.png,76,250,Smoke,1615,389,1691,639
1057.png,99,59,Smoke,1686,576,1785,635
1057.png,50,128,Smoke,1431,421,1481,549
1057.png,74,74,Smoke,1770,361,1844,435
1057.png,55,80,Smoke,546,424,601,504
1057.png,23,113,Smoke,1214,468,1237,581
1057.png,57,57,Smoke,1773,313,1830,370
1058.png,80,48,Smoke,414,514,494,562
1058.png,101,107,Smoke,635,446,736,553
1058.png,97,151,Smoke,813,392,910,543
1058.png,111,246,Smoke,1028,309,1139,555
1058.png,32,158,Smoke,962,380,994,538
1058.png,29,218,Smoke,1163,353,1192,571
1058.png,124,174,Smoke,1253,377,1377,551
1058.png,179,109,Smoke,1741,457,1920,566
1058.png,76,250,Smoke,1615,389,1691,639
1058.png,99,59,Smoke,1686,575,1785,634
1058.png,50,128,Smoke,1431,421,1481,549
1058.png,74,74,Smoke,1770,361,1844,435
1058.png,55,80,Smoke,546,424,601,504
1058.png,23,113,Smoke,1214,468,1237,581
1058.png,57,57,Smoke,1773,313,1830,370
1059.png,80,48,Smoke,414,514,494,562
1059.png,101,107,Smoke,635,446,736,553
1059.png,97,151,Smoke,813,393,910,544
1059.png,111,246,Smoke,1028,309,1139,555
1059.png,32,158,Smoke,962,380,994,538
1059.png,29,218,Smoke,1163,353,1192,571
1059.png,124,174,Smoke,1253,377,1377,551
1059.png,179,109,Smoke,1741,457,1920,566
1059.png,76,250,Smoke,1615,389,1691,639
1059.png,99,59,Smoke,1685,574,1784,633
1059.png,50,128,Smoke,1431,420,1481,548
1059.png,74,74,Smoke,1770,361,1844,435
1059.png,55,80,Smoke,546,424,601,504
1059.png,23,113,Smoke,1214,468,1237,581
1059.png,57,57,Smoke,1773,313,1830,370
1060.png,80,48,Smoke,414,514,494,562
1060.png,101,107,Smoke,635,446,736,553
1060.png,97,151,Smoke,813,394,910,545
1060.png,111,246,Smoke,1028,308,1139,554
1060.png,32,158,Smoke,963,377,995,535
1060.png,29,218,Smoke,1163,347,1192,565
1060.png,124,174,Smoke,1253,377,1377,551
1060.png,179,109,Smoke,1741,457,1920,566
1060.png,76,250,Smoke,1615,389,1691,639
1060.png,99,59,Smoke,1684,573,1783,632
1060.png,50,128,Smoke,1431,422,1481,550
1060.png,74,74,Smoke,1770,361,1844,435
1060.png,55,80,Smoke,546,424,601,504
1060.png,23,113,Smoke,1214,468,1237,581
1060.png,57,57,Smoke,1773,313,1830,370
1061.png,80,48,Smoke,414,514,494,562
1061.png,101,107,Smoke,635,446,736,553
1061.png,97,151,Smoke,813,393,910,544
1061.png,111,246,Smoke,1028,309,1139,555
1061.png,32,158,Smoke,963,377,995,535
1061.png,29,218,Smoke,1163,345,1192,563
1061.png,124,174,Smoke,1253,377,1377,551
1061.png,179,109,Smoke,1741,457,1920,566
1061.png,76,250,Smoke,1615,389,1691,639
1061.png,99,59,Smoke,1687,575,1786,634
1061.png,50,128,Smoke,1431,422,1481,550
1061.png,74,74,Smoke,1770,361,1844,435
1061.png,55,80,Smoke,546,424,601,504
1061.png,23,113,Smoke,1214,468,1237,581
1061.png,57,57,Smoke,1773,313,1830,370
1061.png,55,80,Smoke,546,424,601,504
1061.png,23,113,Smoke,1214,468,1237,581
1062.png,80,48,Smoke,414,514,494,562
1062.png,101,107,Smoke,635,446,736,553
1062.png,97,151,Smoke,813,393,910,544
1062.png,111,246,Smoke,1028,310,1139,556
1062.png,32,158,Smoke,963,376,995,534
1062.png,29,218,Smoke,1163,345,1192,563
1062.png,124,174,Smoke,1253,377,1377,551
1062.png,179,109,Smoke,1741,457,1920,566
1062.png,76,250,Smoke,1615,389,1691,639
1062.png,99,59,Smoke,1687,575,1786,634
1062.png,50,128,Smoke,1431,422,1481,550
1062.png,74,74,Smoke,1770,361,1844,435
1062.png,57,57,Smoke,1773,313,1830,370
1062.png,55,80,Smoke,546,424,601,504
1062.png,23,113,Smoke,1214,469,1237,582
1063.png,80,48,Smoke,414,514,494,562
1063.png,101,107,Smoke,635,446,736,553
1063.png,97,151,Smoke,813,393,910,544
1063.png,111,246,Smoke,1028,310,1139,556
1063.png,32,158,Smoke,963,377,995,535
1063.png,29,218,Smoke,1163,344,1192,562
1063.png,124,174,Smoke,1253,377,1377,551
1063.png,179,109,Smoke,1741,457,1920,566
1063.png,76,250,Smoke,1615,389,1691,639
1063.png,99,59,Smoke,1687,575,1786,634
1063.png,50,128,Smoke,1431,422,1481,550
1063.png,74,74,Smoke,1770,361,1844,435
1063.png,57,57,Smoke,1773,313,1830,370
1064.png,80,48,Smoke,414,514,494,562
1064.png,101,107,Smoke,635,446,736,553
1064.png,97,151,Smoke,813,392,910,543
1064.png,111,246,Smoke,1028,310,1139,556
1064.png,32,158,Smoke,963,377,995,535
1064.png,29,218,Smoke,1163,345,1192,563
1064.png,124,174,Smoke,1253,377,1377,551
1064.png,179,109,Smoke,1741,457,1920,566
1064.png,76,250,Smoke,1615,389,1691,639
1064.png,99,59,Smoke,1687,575,1786,634
1064.png,50,128,Smoke,1431,422,1481,550
1064.png,74,74,Smoke,1770,361,1844,435
1064.png,55,80,Smoke,546,424,601,504
1064.png,23,113,Smoke,1214,468,1237,581
1064.png,57,57,Smoke,1773,313,1830,370
1065.png,80,48,Smoke,414,514,494,562
1065.png,101,107,Smoke,635,446,736,553
1065.png,97,151,Smoke,813,393,910,544
1065.png,111,246,Smoke,1029,310,1140,556
1065.png,32,158,Smoke,963,377,995,535
1065.png,29,218,Smoke,1163,344,1192,562
1065.png,124,174,Smoke,1253,377,1377,551
1065.png,179,109,Smoke,1741,457,1920,566
1065.png,76,250,Smoke,1615,389,1691,639
1065.png,99,59,Smoke,1687,575,1786,634
1065.png,50,128,Smoke,1431,422,1481,550
1065.png,74,74,Smoke,1770,361,1844,435
1065.png,55,80,Smoke,546,424,601,504
1065.png,23,113,Smoke,1214,468,1237,581
1065.png,57,57,Smoke,1773,313,1830,370
1066.png,80,48,Smoke,414,514,494,562
1066.png,101,107,Smoke,635,446,736,553
1066.png,97,151,Smoke,814,392,911,543
1066.png,111,246,Smoke,1027,310,1138,556
1066.png,32,158,Smoke,963,377,995,535
1066.png,29,218,Smoke,1163,345,1192,563
1066.png,124,174,Smoke,1253,377,1377,551
1066.png,179,109,Smoke,1741,457,1920,566
1066.png,76,250,Smoke,1615,389,1691,639
1066.png,99,59,Smoke,1688,575,1787,634
1066.png,50,128,Smoke,1431,422,1481,550
1066.png,74,74,Smoke,1770,361,1844,435
1066.png,55,80,Smoke,546,424,601,504
1066.png,23,113,Smoke,1214,469,1237,582
1066.png,57,57,Smoke,1773,313,1830,370
1067.png,80,48,Smoke,414,514,494,562
1067.png,101,107,Smoke,635,446,736,553
1067.png,97,151,Smoke,813,393,910,544
1067.png,111,246,Smoke,1028,310,1139,556
1067.png,32,158,Smoke,963,377,995,535
1067.png,29,218,Smoke,1163,344,1192,562
1067.png,124,174,Smoke,1253,377,1377,551
1067.png,179,109,Smoke,1741,457,1920,566
1067.png,76,250,Smoke,1615,389,1691,639
1067.png,99,59,Smoke,1687,575,1786,634
1067.png,50,128,Smoke,1431,422,1481,550
1067.png,74,74,Smoke,1770,361,1844,435
1067.png,55,80,Smoke,546,424,601,504
1067.png,23,113,Smoke,1214,469,1237,582
1067.png,57,57,Smoke,1773,313,1830,370
1068.png,80,48,Smoke,414,514,494,562
1068.png,101,107,Smoke,635,446,736,553
1068.png,97,151,Smoke,814,394,911,545
1068.png,111,246,Smoke,1027,310,1138,556
1068.png,32,158,Smoke,963,375,995,533
1068.png,29,218,Smoke,1163,344,1192,562
1068.png,124,174,Smoke,1253,377,1377,551
1068.png,179,109,Smoke,1741,457,1920,566
1068.png,76,250,Smoke,1615,389,1691,639
1068.png,99,59,Smoke,1687,575,1786,634
1068.png,50,128,Smoke,1431,422,1481,550
1068.png,74,74,Smoke,1770,361,1844,435
1068.png,55,80,Smoke,546,424,601,504
1068.png,23,113,Smoke,1214,469,1237,582
1068.png,57,57,Smoke,1773,313,1830,370
1069.png,80,48,Smoke,414,514,494,562
1069.png,101,107,Smoke,635,446,736,553
1069.png,97,151,Smoke,813,393,910,544
1069.png,111,246,Smoke,1029,309,1140,555
1069.png,32,158,Smoke,963,375,995,533
1069.png,29,218,Smoke,1163,343,1192,561
1069.png,124,174,Smoke,1253,377,1377,551
1069.png,179,109,Smoke,1741,457,1920,566
1069.png,76,250,Smoke,1615,389,1691,639
1069.png,99,59,Smoke,1687,575,1786,634
1069.png,50,128,Smoke,1431,422,1481,550
1069.png,74,74,Smoke,1770,361,1844,435
1069.png,55,80,Smoke,546,424,601,504
1069.png,23,113,Smoke,1214,468,1237,581
1069.png,57,57,Smoke,1773,313,1830,370
1070.png,80,48,Smoke,414,514,494,562
1070.png,101,107,Smoke,635,446,736,553
1070.png,97,151,Smoke,814,394,911,545
1070.png,111,246,Smoke,1027,310,1138,556
1070.png,32,158,Smoke,963,375,995,533
1070.png,29,218,Smoke,1163,343,1192,561
1070.png,124,174,Smoke,1253,377,1377,551
1070.png,179,109,Smoke,1741,457,1920,566
1070.png,76,250,Smoke,1615,389,1691,639
1070.png,99,59,Smoke,1688,575,1787,634
1070.png,50,128,Smoke,1431,422,1481,550
1070.png,74,74,Smoke,1770,361,1844,435
1070.png,55,80,Smoke,546,424,601,504
1070.png,23,113,Smoke,1214,466,1237,579
1070.png,57,57,Smoke,1773,313,1830,370
1071.png,80,48,Smoke,414,514,494,562
1071.png,101,107,Smoke,635,446,736,553
1071.png,97,151,Smoke,814,393,911,544
1071.png,111,246,Smoke,1027,309,1138,555
1071.png,32,158,Smoke,963,375,995,533
1071.png,29,218,Smoke,1163,341,1192,559
1071.png,124,174,Smoke,1253,377,1377,551
1071.png,179,109,Smoke,1741,457,1920,566
1071.png,76,250,Smoke,1615,389,1691,639
1071.png,99,59,Smoke,1688,575,1787,634
1071.png,50,128,Smoke,1431,422,1481,550
1071.png,74,74,Smoke,1770,361,1844,435
1071.png,55,80,Smoke,546,424,601,504
1071.png,23,113,Smoke,1214,468,1237,581
1071.png,57,57,Smoke,1773,313,1830,370
1071.png,55,80,Smoke,546,424,601,504
1071.png,23,113,Smoke,1214,469,1237,582
1072.png,80,48,Smoke,414,514,494,562
1072.png,101,107,Smoke,635,446,736,553
1072.png,97,151,Smoke,814,394,911,545
1072.png,111,246,Smoke,1027,310,1138,556
1072.png,32,158,Smoke,963,375,995,533
1072.png,29,218,Smoke,1163,339,1192,557
1072.png,124,174,Smoke,1253,377,1377,551
1072.png,179,109,Smoke,1741,456,1920,565
1072.png,76,250,Smoke,1615,389,1691,639
1072.png,99,59,Smoke,1688,575,1787,634
1072.png,50,128,Smoke,1431,422,1481,550
1072.png,74,74,Smoke,1770,361,1844,435
1072.png,57,57,Smoke,1773,313,1830,370
1072.png,55,80,Smoke,546,424,601,504
1072.png,23,113,Smoke,1214,469,1237,582
1073.png,80,48,Smoke,414,514,494,562
1073.png,101,107,Smoke,635,446,736,553
1073.png,97,151,Smoke,814,393,911,544
1073.png,111,246,Smoke,1027,309,1138,555
1073.png,32,158,Smoke,963,375,995,533
1073.png,29,218,Smoke,1162,341,1191,559
1073.png,124,174,Smoke,1253,377,1377,551
1073.png,179,109,Smoke,1741,456,1920,565
1073.png,76,250,Smoke,1615,389,1691,639
1073.png,99,59,Smoke,1688,575,1787,634
1073.png,50,128,Smoke,1431,422,1481,550
1073.png,74,74,Smoke,1770,361,1844,435
1073.png,57,57,Smoke,1773,313,1830,370
1074.png,80,48,Smoke,414,514,494,562
1074.png,101,107,Smoke,635,446,736,553
1074.png,97,151,Smoke,814,394,911,545
1074.png,111,246,Smoke,1027,310,1138,556
1074.png,32,158,Smoke,963,375,995,533
1074.png,29,218,Smoke,1163,341,1192,559
1074.png,124,174,Smoke,1253,377,1377,551
1074.png,179,109,Smoke,1741,457,1920,566
1074.png,76,250,Smoke,1615,389,1691,639
1074.png,99,59,Smoke,1688,575,1787,634
1074.png,50,128,Smoke,1431,422,1481,550
1074.png,74,74,Smoke,1770,361,1844,435
1074.png,55,80,Smoke,546,424,601,504
1074.png,23,113,Smoke,1214,469,1237,582
1074.png,57,57,Smoke,1773,313,1830,370
1075.png,80,48,Smoke,414,514,494,562
1075.png,101,107,Smoke,635,446,736,553
1075.png,97,151,Smoke,814,393,911,544
1075.png,111,246,Smoke,1028,310,1139,556
1075.png,32,158,Smoke,963,375,995,533
1075.png,29,218,Smoke,1162,349,1191,567
1075.png,124,174,Smoke,1253,377,1377,551
1075.png,179,109,Smoke,1741,457,1920,566
1075.png,76,250,Smoke,1615,389,1691,639
1075.png,99,59,Smoke,1688,575,1787,634
1075.png,50,128,Smoke,1431,422,1481,550
1075.png,74,74,Smoke,1770,361,1844,435
1075.png,55,80,Smoke,546,424,601,504
1075.png,23,113,Smoke,1214,469,1237,582
1075.png,57,57,Smoke,1773,313,1830,370
1076.png,80,48,Smoke,414,514,494,562
1076.png,101,107,Smoke,635,446,736,553
1076.png,97,151,Smoke,814,394,911,545
1076.png,111,246,Smoke,1027,308,1138,554
1076.png,32,158,Smoke,963,375,995,533
1076.png,29,218,Smoke,1164,337,1193,555
1076.png,124,174,Smoke,1253,377,1377,551
1076.png,179,109,Smoke,1741,457,1920,566
1076.png,76,250,Smoke,1615,389,1691,639
1076.png,99,59,Smoke,1688,575,1787,634
1076.png,50,128,Smoke,1431,422,1481,550
1076.png,74,74,Smoke,1770,361,1844,435
1076.png,55,80,Smoke,546,424,601,504
1076.png,23,113,Smoke,1214,469,1237,582
1076.png,57,57,Smoke,1773,313,1830,370
1077.png,80,48,Smoke,414,514,494,562
1077.png,101,107,Smoke,635,446,736,553
1077.png,97,151,Smoke,814,393,911,544
1077.png,111,246,Smoke,1028,309,1139,555
1077.png,32,158,Smoke,963,375,995,533
1077.png,29,218,Smoke,1164,336,1193,554
1077.png,124,174,Smoke,1253,377,1377,551
1077.png,179,109,Smoke,1741,457,1920,566
1077.png,76,250,Smoke,1615,389,1691,639
1077.png,99,59,Smoke,1688,575,1787,634
1077.png,50,128,Smoke,1431,422,1481,550
1077.png,74,74,Smoke,1770,361,1844,435
1077.png,55,80,Smoke,546,424,601,504
1077.png,23,113,Smoke,1214,469,1237,582
1077.png,57,57,Smoke,1773,313,1830,370
1078.png,80,48,Smoke,414,514,494,562
1078.png,101,107,Smoke,635,446,736,553
1078.png,97,151,Smoke,814,392,911,543
1078.png,111,246,Smoke,1027,308,1138,554
1078.png,32,158,Smoke,963,375,995,533
1078.png,29,218,Smoke,1162,349,1191,567
1078.png,124,174,Smoke,1253,377,1377,551
1078.png,179,109,Smoke,1741,457,1920,566
1078.png,76,250,Smoke,1615,389,1691,639
1078.png,99,59,Smoke,1688,575,1787,634
1078.png,50,128,Smoke,1431,421,1481,549
1078.png,74,74,Smoke,1770,362,1844,436
1078.png,55,80,Smoke,546,424,601,504
1078.png,23,113,Smoke,1214,469,1237,582
1078.png,57,57,Smoke,1773,313,1830,370
1079.png,80,48,Smoke,414,514,494,562
1079.png,101,107,Smoke,635,446,736,553
1079.png,97,151,Smoke,814,393,911,544
1079.png,111,246,Smoke,1028,309,1139,555
1079.png,32,158,Smoke,963,375,995,533
1079.png,29,218,Smoke,1164,331,1193,549
1079.png,124,174,Smoke,1253,377,1377,551
1079.png,179,109,Smoke,1741,456,1920,565
1079.png,76,250,Smoke,1615,389,1691,639
1079.png,99,59,Smoke,1688,575,1787,634
1079.png,50,128,Smoke,1431,422,1481,550
1079.png,74,74,Smoke,1769,361,1843,435
1079.png,55,80,Smoke,546,424,601,504
1079.png,23,113,Smoke,1214,469,1237,582
1079.png,57,57,Smoke,1773,313,1830,370
1080.png,80,48,Smoke,414,514,494,562
1080.png,101,107,Smoke,635,446,736,553
1080.png,97,151,Smoke,814,394,911,545
1080.png,111,246,Smoke,1029,310,1140,556
1080.png,32,158,Smoke,963,375,995,533
1080.png,29,218,Smoke,1163,339,1192,557
1080.png,124,174,Smoke,1253,377,1377,551
1080.png,179,109,Smoke,1741,456,1920,565
1080.png,76,250,Smoke,1615,389,1691,639
1080.png,99,59,Smoke,1688,575,1787,634
1080.png,50,128,Smoke,1431,422,1481,550
1080.png,74,74,Smoke,1769,361,1843,435
1080.png,55,80,Smoke,546,424,601,504
1080.png,23,113,Smoke,1214,469,1237,582
1080.png,57,57,Smoke,1773,313,1830,370
1081.png,80,48,Smoke,414,514,494,562
1081.png,101,107,Smoke,635,446,736,553
1081.png,97,151,Smoke,814,393,911,544
1081.png,111,246,Smoke,1029,309,1140,555
1081.png,32,158,Smoke,963,375,995,533
1081.png,29,218,Smoke,1164,333,1193,551
1081.png,124,174,Smoke,1253,377,1377,551
1081.png,179,109,Smoke,1741,456,1920,565
1081.png,76,250,Smoke,1615,389,1691,639
1081.png,99,59,Smoke,1688,575,1787,634
1081.png,50,128,Smoke,1431,422,1481,550
1081.png,74,74,Smoke,1770,361,1844,435
1081.png,55,80,Smoke,546,424,601,504
1081.png,23,113,Smoke,1214,469,1237,582
1081.png,57,57,Smoke,1773,313,1830,370
1081.png,55,80,Smoke,546,424,601,504
1081.png,23,113,Smoke,1214,469,1237,582
1082.png,80,48,Smoke,414,514,494,562
1082.png,101,107,Smoke,635,446,736,553
1082.png,97,151,Smoke,814,394,911,545
1082.png,111,246,Smoke,1029,309,1140,555
1082.png,32,158,Smoke,963,375,995,533
1082.png,29,218,Smoke,1164,331,1193,549
1082.png,124,174,Smoke,1253,377,1377,551
1082.png,179,109,Smoke,1741,456,1920,565
1082.png,76,250,Smoke,1614,388,1690,638
1082.png,99,59,Smoke,1688,575,1787,634
1082.png,50,128,Smoke,1431,422,1481,550
1082.png,74,74,Smoke,1770,361,1844,435
1082.png,57,57,Smoke,1773,313,1830,370
1082.png,55,80,Smoke,546,424,601,504
1082.png,23,113,Smoke,1214,469,1237,582
1083.png,80,48,Smoke,414,514,494,562
1083.png,101,107,Smoke,635,446,736,553
1083.png,97,151,Smoke,814,393,911,544
1083.png,111,246,Smoke,1029,309,1140,555
1083.png,32,158,Smoke,963,377,995,535
1083.png,29,218,Smoke,1164,331,1193,549
1083.png,124,174,Smoke,1253,377,1377,551
1083.png,179,109,Smoke,1741,456,1920,565
1083.png,76,250,Smoke,1615,389,1691,639
1083.png,99,59,Smoke,1688,575,1787,634
1083.png,50,128,Smoke,1431,422,1481,550
1083.png,74,74,Smoke,1770,361,1844,435
1083.png,57,57,Smoke,1773,313,1830,370
1084.png,80,48,Smoke,414,514,494,562
1084.png,101,107,Smoke,635,446,736,553
1084.png,97,151,Smoke,814,393,911,544
1084.png,111,246,Smoke,1029,310,1140,556
1084.png,32,158,Smoke,963,375,995,533
1084.png,29,218,Smoke,1164,331,1193,549
1084.png,124,174,Smoke,1253,377,1377,551
1084.png,179,109,Smoke,1741,456,1920,565
1084.png,76,250,Smoke,1615,389,1691,639
1084.png,99,59,Smoke,1688,575,1787,634
1084.png,50,128,Smoke,1431,422,1481,550
1084.png,74,74,Smoke,1770,361,1844,435
1084.png,55,80,Smoke,546,424,601,504
1084.png,23,113,Smoke,1214,470,1237,583
1084.png,57,57,Smoke,1773,313,1830,370
1085.png,80,48,Smoke,414,514,494,562
1085.png,101,107,Smoke,635,446,736,553
1085.png,97,151,Smoke,814,393,911,544
1085.png,111,246,Smoke,1029,311,1140,557
1085.png,32,158,Smoke,963,375,995,533
1085.png,29,218,Smoke,1164,331,1193,549
1085.png,124,174,Smoke,1253,377,1377,551
1085.png,179,109,Smoke,1741,456,1920,565
1085.png,76,250,Smoke,1615,389,1691,639
1085.png,99,59,Smoke,1687,575,1786,634
1085.png,50,128,Smoke,1431,422,1481,550
1085.png,74,74,Smoke,1770,361,1844,435
1085.png,55,80,Smoke,546,424,601,504
1085.png,23,113,Smoke,1214,469,1237,582
1085.png,57,57,Smoke,1773,313,1830,370
1086.png,80,48,Smoke,414,514,494,562
1086.png,101,107,Smoke,635,446,736,553
1086.png,97,151,Smoke,814,394,911,545
1086.png,111,246,Smoke,1029,310,1140,556
1086.png,32,158,Smoke,963,375,995,533
1086.png,29,218,Smoke,1164,331,1193,549
1086.png,124,174,Smoke,1253,377,1377,551
1086.png,179,109,Smoke,1741,456,1920,565
1086.png,76,250,Smoke,1615,389,1691,639
1086.png,99,59,Smoke,1687,575,1786,634
1086.png,50,128,Smoke,1431,422,1481,550
1086.png,74,74,Smoke,1770,361,1844,435
1086.png,55,80,Smoke,546,424,601,504
1086.png,23,113,Smoke,1214,469,1237,582
1086.png,57,57,Smoke,1773,313,1830,370
1087.png,80,48,Smoke,414,514,494,562
1087.png,101,107,Smoke,635,446,736,553
1087.png,97,151,Smoke,814,393,911,544
1087.png,111,246,Smoke,1029,309,1140,555
1087.png,32,158,Smoke,963,375,995,533
1087.png,29,218,Smoke,1164,331,1193,549
1087.png,124,174,Smoke,1253,377,1377,551
1087.png,179,109,Smoke,1741,457,1920,566
1087.png,76,250,Smoke,1614,389,1690,639
1087.png,99,59,Smoke,1687,574,1786,633
1087.png,50,128,Smoke,1431,422,1481,550
1087.png,74,74,Smoke,1770,361,1844,435
1087.png,55,80,Smoke,546,424,601,504
1087.png,23,113,Smoke,1214,469,1237,582
1087.png,57,57,Smoke,1773,313,1830,370
1088.png,80,48,Smoke,414,514,494,562
1088.png,101,107,Smoke,635,446,736,553
1088.png,97,151,Smoke,814,393,911,544
1088.png,111,246,Smoke,1029,310,1140,556
1088.png,32,158,Smoke,963,375,995,533
1088.png,29,218,Smoke,1164,331,1193,549
1088.png,124,174,Smoke,1253,377,1377,551
1088.png,179,109,Smoke,1741,456,1920,565
1088.png,76,250,Smoke,1615,389,1691,639
1088.png,99,59,Smoke,1687,574,1786,633
1088.png,50,128,Smoke,1431,422,1481,550
1088.png,74,74,Smoke,1770,361,1844,435
1088.png,55,80,Smoke,546,424,601,504
1088.png,23,113,Smoke,1214,470,1237,583
1088.png,57,57,Smoke,1773,313,1830,370
1089.png,80,48,Smoke,414,514,494,562
1089.png,101,107,Smoke,635,446,736,553
1089.png,97,151,Smoke,814,393,911,544
1089.png,111,246,Smoke,1029,309,1140,555
1089.png,32,158,Smoke,963,375,995,533
1089.png,29,218,Smoke,1164,331,1193,549
1089.png,124,174,Smoke,1253,377,1377,551
1089.png,179,109,Smoke,1741,457,1920,566
1089.png,76,250,Smoke,1615,391,1691,641
1089.png,99,59,Smoke,1687,574,1786,633
1089.png,50,128,Smoke,1431,422,1481,550
1089.png,74,74,Smoke,1770,361,1844,435
1089.png,55,80,Smoke,546,424,601,504
1089.png,23,113,Smoke,1214,469,1237,582
1089.png,57,57,Smoke,1773,313,1830,370
1090.png,80,48,Smoke,414,514,494,562
1090.png,101,107,Smoke,635,446,736,553
1090.png,97,151,Smoke,814,394,911,545
1090.png,111,246,Smoke,1029,310,1140,556
1090.png,32,158,Smoke,963,375,995,533
